,Series or Movie,IMDb Score,Awards Received,Release Date,Release Period
14367,Movie,8.8,119.0,2001-12-19,1990-2009
14368,Movie,7.3,21.0,2009-09-11,1990-2009
14369,Movie,7.5,Not Awarded,1998-10-13,1990-2009
14370,Movie,7.6,Not Awarded,2010-07-20,2010-2029
14371,Movie,5.6,Not Awarded,2006-03-10,1990-2009
14372,Movie,5.5,2.0,2011-01-28,2010-2029
14373,Series,8.8,Not Awarded,1996-04-21,1990-2009
14374,Movie,7.3,1.0,1995-04-26,1990-2009
14375,Movie,8.3,8.0,1987-07-10,1970-1989
14376,Movie,7.1,1.0,2012-08-18,2010-2029
14377,Series,8.9,59.0,2014-04-15,2010-2029
14378,Series,8.0,4.0,2011-09-30,2010-2029
14379,Movie,7.1,2.0,2009-07-03,1990-2009
14380,Movie,6.7,Not Awarded,2002-03-15,1990-2009
14381,Movie,8.0,16.0,1973-12-26,1970-1989
14382,Movie,7.3,10.0,2011-04-22,2010-2029
14383,Movie,6.6,5.0,2004-11-10,1990-2009
14384,Movie,5.9,1.0,2013-02-15,2010-2029
14385,Movie,5.9,Not Awarded,2001-02-09,1990-2009
14386,Movie,5.8,Not Awarded,2010-03-25,2010-2029
14387,Movie,8.3,73.0,2004-03-19,1990-2009
14388,Movie,6.7,Not Awarded,2013-10-18,2010-2029
14389,Movie,6.6,Not Awarded,2004-02-20,1990-2009
14390,Series,7.8,Not Awarded,2013-11-05,2010-2029
14391,Movie,6.5,6.0,2013-04-05,2010-2029
14392,Movie,5.7,1.0,2008-03-21,1990-2009
14393,Movie,7.6,15.0,1992-04-03,1990-2009
14394,Movie,7.3,1.0,2007-07-27,1990-2009
14395,Movie,5.5,Not Awarded,2003-03-21,1990-2009
14396,Movie,7.1,Not Awarded,2011-09-08,2010-2029
14397,Movie,7.2,3.0,2010-09-20,2010-2029
14398,Movie,5.8,5.0,2002-06-28,1990-2009
14399,Series,7.0,Not Awarded,2003-04-07,1990-2009
14400,Movie,8.5,98.0,2006-10-06,1990-2009
14401,Series,7.3,Not Awarded,2013-01-07,2010-2029
14402,Movie,5.7,7.0,2010-02-12,2010-2029
14403,Movie,5.2,Not Awarded,2005-10-21,1990-2009
14405,Movie,7.1,17.0,2011-11-23,2010-2029
14406,Movie,5.9,Not Awarded,2011-12-08,2010-2029
14407,Series,8.3,4.0,2013-06-18,2010-2029
14408,Movie,6.1,4.0,2010-11-24,2010-2029
14409,Series,8.2,16.0,2014-04-28,2010-2029
14410,Movie,5.6,6.0,2009-07-22,1990-2009
14411,Movie,6.2,2.0,2011-11-30,2010-2029
14412,Movie,7.0,2.0,2007-10-18,1990-2009
14413,Movie,6.5,Not Awarded,2010-11-05,2010-2029
14414,Movie,7.9,Not Awarded,2010-12-19,2010-2029
14415,Movie,7.6,9.0,2011-05-27,2010-2029
14416,Movie,8.2,22.0,2005-04-08,1990-2009
14417,Movie,5.2,Not Awarded,2013-12-20,2010-2029
14418,Movie,7.8,80.0,2011-09-16,2010-2029
14419,Movie,8.4,58.0,2012-12-25,2010-2029
14420,Movie,6.5,Not Awarded,2011-12-14,2010-2029
14421,Movie,7.4,36.0,2005-08-31,1990-2009
14422,Movie,6.1,Not Awarded,2011-07-01,2010-2029
14423,Movie,7.8,27.0,2008-02-14,1990-2009
14424,Movie,7.5,1.0,2011-04-01,2010-2029
14425,Movie,4.6,2.0,2001-03-01,1990-2009
14426,Movie,7.6,1.0,1964-12-18,1950-1969
14427,Movie,7.5,Not Awarded,2011-09-25,2010-2029
14428,Series,7.0,Not Awarded,2003-04-07,1990-2009
14429,Series,7.9,Not Awarded,2009-02-02,1990-2009
14430,Movie,7.1,8.0,2011-09-29,2010-2029
14431,Movie,7.2,9.0,2010-11-05,2010-2029
14432,Movie,6.6,8.0,2006-05-19,1990-2009
14433,Movie,6.4,Not Awarded,2010-07-30,2010-2029
14434,Movie,5.6,1.0,2003-07-25,1990-2009
14435,Movie,7.2,10.0,2002-05-24,1990-2009
14436,Series,7.0,Not Awarded,2003-04-07,1990-2009
14437,Movie,6.2,18.0,2000-11-17,1990-2009
14438,Movie,5.8,4.0,2010-04-02,2010-2029
14439,Series,5.0,Not Awarded,2013-08-01,2010-2029
14441,Movie,6.9,Not Awarded,2013-04-03,2010-2029
14442,Series,8.4,15.0,2012-01-15,2010-2029
14443,Movie,7.7,8.0,2009-02-06,1990-2009
14444,Movie,6.9,2.0,2006-09-01,1990-2009
14445,Movie,7.1,63.0,2010-07-16,2010-2029
14446,Movie,5.9,2.0,2010-11-10,2010-2029
14447,Movie,6.4,Not Awarded,2012-10-12,2010-2029
14448,Movie,6.7,Not Awarded,2007-06-06,1990-2009
14449,Movie,8.1,68.0,2005-01-28,1990-2009
14450,Movie,7.7,142.0,2006-01-13,1990-2009
14451,Movie,6.8,2.0,1996-02-23,1990-2009
14452,Movie,6.0,Not Awarded,2001-12-21,1990-2009
14453,Movie,4.4,Not Awarded,2010-12-11,2010-2029
14455,Movie,5.5,5.0,2012-06-15,2010-2029
14456,Movie,6.4,5.0,2012-02-03,2010-2029
14457,Movie,7.4,9.0,2011-01-28,2010-2029
14458,Movie,7.8,4.0,1961-02-07,1950-1969
14459,Movie,6.4,1.0,2001-11-30,1990-2009
14460,Movie,6.3,Not Awarded,2009-08-14,1990-2009
14461,Movie,7.1,32.0,2008-08-15,1990-2009
14462,Series,5.6,Not Awarded,1997-12-22,1990-2009
14463,Movie,7.8,84.0,2008-12-25,1990-2009
14464,Movie,5.3,1.0,2012-09-06,2010-2029
14465,Movie,8.1,5.0,1986-08-22,1970-1989
14466,Movie,7.3,9.0,2005-09-23,1990-2009
14467,Movie,8.0,8.0,2006-12-08,1990-2009
14468,Series,7.8,Not Awarded,2008-10-02,1990-2009
14469,Movie,6.3,12.0,1997-06-20,1990-2009
14470,Movie,7.0,Not Awarded,2012-07-06,2010-2029
14471,Movie,7.2,Not Awarded,2008-03-07,1990-2009
14472,Movie,7.4,3.0,2008-01-11,1990-2009
14473,Movie,7.7,89.0,2012-12-25,2010-2029
14474,Movie,6.2,1.0,2013-01-18,2010-2029
14475,Movie,6.7,2.0,2011-08-17,2010-2029
14476,Movie,7.6,9.0,2009-11-20,1990-2009
14477,Series,8.6,9.0,2011-09-21,2010-2029
14478,Movie,9.0,158.0,2008-07-18,1990-2009
14479,Series,8.4,26.0,2013-08-07,2010-2029
14480,Movie,8.2,14.0,2005-06-15,1990-2009
14481,Series,8.1,76.0,2006-05-01,1990-2009
14482,Movie,6.5,2.0,2008-10-31,1990-2009
14483,Movie,5.9,Not Awarded,2007-07-20,1990-2009
14484,Movie,7.6,39.0,2010-02-05,2010-2029
14485,Movie,7.3,Not Awarded,2005-09-28,1990-2009
14486,Movie,7.0,29.0,2010-07-30,2010-2029
14487,Movie,7.2,17.0,2001-06-29,1990-2009
14488,Movie,5.3,1.0,2006-03-03,1990-2009
14489,Movie,7.4,37.0,2005-09-30,1990-2009
14490,Movie,8.3,12.0,1972-02-02,1970-1989
14491,Movie,7.4,1.0,2012-04-27,2010-2029
14492,Movie,7.4,39.0,2005-11-04,1990-2009
14493,Movie,7.6,19.0,2010-04-16,2010-2029
14494,Movie,6.9,4.0,2001-05-11,1990-2009
14495,Movie,6.0,1.0,2007-01-12,1990-2009
14496,Movie,4.8,Not Awarded,2009-11-26,1990-2009
14497,Movie,6.3,2.0,2003-04-11,1990-2009
14498,Movie,6.5,Not Awarded,2007-02-14,1990-2009
14499,Series,6.8,Not Awarded,2011-12-27,2010-2029
14500,Movie,4.3,1.0,2010-07-30,2010-2029
14501,Movie,7.4,15.0,2012-10-26,2010-2029
14502,Series,8.8,9.0,1996-01-14,1990-2009
14503,Movie,7.3,Not Awarded,2011-03-03,2010-2029
14504,Movie,4.0,8.0,2010-07-01,2010-2029
14505,Movie,6.3,3.0,2008-07-25,1990-2009
14506,Movie,5.7,Not Awarded,2001-12-14,1990-2009
14507,Movie,5.9,6.0,2004-07-16,1990-2009
14508,Series,7.0,1.0,2001-09-16,1990-2009
14509,Series,7.4,Not Awarded,2008-12-25,1990-2009
14510,Movie,4.8,Not Awarded,2006-12-12,1990-2009
14511,Series,8.3,2.0,1991-11-04,1990-2009
14513,Series,4.8,Not Awarded,2014-03-06,2010-2029
14514,Movie,7.2,9.0,2007-12-14,1990-2009
14515,Movie,6.5,Not Awarded,2010-10-08,2010-2029
14516,Movie,4.8,3.0,2013-05-31,2010-2029
14517,Series,7.1,1.0,2014-04-05,2010-2029
14518,Movie,6.4,2.0,2012-03-28,2010-2029
14519,Movie,7.5,6.0,2012-02-15,2010-2029
14520,Movie,7.8,13.0,2007-11-02,1990-2009
14521,Movie,6.6,2.0,1982-06-18,1970-1989
14522,Movie,6.7,1.0,2009-05-15,1990-2009
14523,Series,8.4,14.0,2013-09-17,2010-2029
14524,Movie,7.6,12.0,2011-09-30,2010-2029
14525,Movie,7.8,6.0,1984-06-08,1970-1989
14526,Movie,5.7,1.0,2008-11-26,1990-2009
14527,Movie,4.3,4.0,2013-01-25,2010-2029
14528,Movie,7.1,10.0,2005-08-19,1990-2009
14530,Movie,6.1,Not Awarded,2008-11-26,1990-2009
14531,Movie,7.1,20.0,2013-05-03,2010-2029
14532,Movie,6.7,Not Awarded,2011-04-01,2010-2029
14533,Movie,6.3,3.0,2003-07-02,1990-2009
14534,Movie,5.7,Not Awarded,2011-10-21,2010-2029
14535,Movie,7.4,86.0,2013-01-11,2010-2029
14536,Movie,4.6,Not Awarded,1994-05-06,1990-2009
14537,Movie,5.0,2.0,2012-03-30,2010-2029
14538,Movie,6.6,Not Awarded,2007-10-19,1990-2009
14539,Movie,5.5,Not Awarded,2011-01-04,2010-2029
14540,Movie,6.6,Not Awarded,2008-07-26,1990-2009
14541,Movie,5.6,Not Awarded,2013-12-13,2010-2029
14542,Movie,5.1,1.0,2004-03-26,1990-2009
14543,Movie,6.4,8.0,2001-08-10,1990-2009
14544,Movie,4.1,1.0,2011-01-23,2010-2029
14545,Movie,6.4,Not Awarded,2007-12-19,1990-2009
14546,Movie,7.0,Not Awarded,2006-09-22,1990-2009
14547,Movie,6.5,5.0,2011-05-26,2010-2029
14548,Movie,6.6,4.0,2012-08-17,2010-2029
14549,Movie,6.2,2.0,2008-02-14,1990-2009
14550,Movie,6.4,Not Awarded,1990-06-15,1990-2009
14551,Movie,6.5,5.0,2009-10-02,1990-2009
14552,Movie,6.6,2.0,1989-06-16,1970-1989
14553,Movie,5.8,1.0,2013-03-01,2010-2029
14554,Movie,7.6,10.0,2003-06-27,1990-2009
14555,Movie,7.7,Not Awarded,2006-09-16,1990-2009
14556,Movie,7.0,1.0,2011-08-19,2010-2029
14557,Movie,7.7,2.0,1976-11-17,1970-1989
14558,Movie,7.1,23.0,2010-01-15,2010-2029
14559,Movie,6.6,Not Awarded,2006-03-03,1990-2009
14560,Movie,5.1,Not Awarded,2008-03-07,1990-2009
14561,Movie,7.4,7.0,2004-06-18,1990-2009
14562,Movie,5.4,2.0,2002-09-27,1990-2009
14563,Movie,5.0,4.0,1999-07-23,1990-2009
14564,Movie,6.4,2.0,1998-11-06,1990-2009
14565,Movie,5.5,Not Awarded,2003-03-28,1990-2009
14566,Movie,7.6,13.0,1983-03-04,1970-1989
14567,Movie,6.6,1.0,2004-07-30,1990-2009
14568,Movie,7.0,1.0,2001-10-19,1990-2009
14569,Movie,6.7,Not Awarded,2000-02-11,1990-2009
14570,Movie,7.2,1.0,2004-10-15,1990-2009
14571,Movie,7.1,17.0,1998-07-15,1990-2009
14572,Movie,7.6,11.0,2009-03-06,1990-2009
14573,Movie,6.9,5.0,2001-12-14,1990-2009
14574,Movie,6.3,Not Awarded,2009-01-30,1990-2009
14575,Movie,6.8,Not Awarded,2002-10-11,1990-2009
14576,Movie,6.9,13.0,2012-06-29,2010-2029
14577,Movie,7.6,5.0,2007-08-10,1990-2009
14578,Movie,7.9,26.0,2009-05-08,1990-2009
14579,Movie,6.5,Not Awarded,2012-07-06,2010-2029
14580,Movie,6.0,3.0,2004-10-01,1990-2009
14581,Movie,7.2,Not Awarded,2007-03-23,1990-2009
14582,Series,7.7,35.0,2012-04-05,2010-2029
14583,Series,8.5,1.0,2011-06-23,2010-2029
14584,Movie,7.6,21.0,1999-01-15,1990-2009
14585,Movie,6.7,Not Awarded,2004-06-11,1990-2009
14586,Movie,7.3,20.0,2009-01-23,1990-2009
14587,Movie,7.1,14.0,2002-10-18,1990-2009
14588,Movie,6.4,4.0,2000-05-19,1990-2009
14589,Movie,6.3,2.0,2005-03-11,1990-2009
14590,Movie,7.2,46.0,2011-03-04,2010-2029
14591,Movie,8.5,6.0,2006-10-20,1990-2009
14592,Movie,5.7,11.0,2001-07-27,1990-2009
14593,Movie,5.5,Not Awarded,1990-07-27,1990-2009
14594,Movie,6.3,3.0,2003-12-25,1990-2009
14595,Movie,5.5,Not Awarded,1997-08-01,1990-2009
14596,Movie,8.5,5.0,1960-09-08,1950-1969
14597,Movie,7.0,19.0,2012-08-17,2010-2029
14598,Movie,8.0,6.0,1993-01-08,1990-2009
14599,Movie,7.6,29.0,2001-08-10,1990-2009
14600,Movie,7.7,1.0,1999-02-19,1990-2009
14601,Movie,7.2,30.0,1985-12-20,1970-1989
14602,Movie,7.1,Not Awarded,2003-02-21,1990-2009
14603,Series,8.9,51.0,2005-03-24,1990-2009
14604,Movie,6.4,1.0,2002-12-13,1990-2009
14605,Movie,6.4,Not Awarded,1981-04-10,1970-1989
14606,Series,7.2,5.0,2013-11-07,2010-2029
14607,Movie,4.1,8.0,2007-02-09,1990-2009
14608,Movie,7.1,7.0,2012-10-05,2010-2029
14609,Movie,6.5,3.0,2006-01-27,1990-2009
14610,Movie,7.6,87.0,2001-06-01,1990-2009
14611,Movie,7.6,20.0,2002-06-21,1990-2009
14612,Movie,6.8,Not Awarded,2010-08-06,2010-2029
14613,Movie,7.2,2.0,2010-11-05,2010-2029
14614,Movie,6.9,4.0,2005-05-27,1990-2009
14615,Movie,6.4,Not Awarded,2010-03-12,2010-2029
14616,Movie,5.8,1.0,2006-06-16,1990-2009
14617,Movie,7.8,45.0,2005-11-18,1990-2009
14618,Movie,8.9,90.0,1994-02-04,1990-2009
14619,Movie,7.6,86.0,2012-12-25,2010-2029
14620,Movie,7.8,37.0,2012-06-29,2010-2029
14621,Movie,9.3,21.0,1994-10-14,1990-2009
14622,Movie,5.9,1.0,2012-07-05,2010-2029
14623,Movie,5.5,Not Awarded,2003-01-10,1990-2009
14624,Movie,8.1,43.0,1993-06-11,1990-2009
14625,Movie,1.6,2.0,2011-02-11,2010-2029
14626,Movie,7.1,3.0,1996-05-22,1990-2009
14627,Movie,5.6,1.0,2009-06-12,1990-2009
14628,Movie,7.0,1.0,2009-03-20,1990-2009
14629,Movie,7.1,14.0,2010-10-01,2010-2029
14630,Movie,7.0,8.0,2003-05-30,1990-2009
14631,Movie,7.6,6.0,2006-03-24,1990-2009
14632,Movie,6.6,2.0,2000-06-23,1990-2009
14633,Movie,8.2,11.0,2010-02-19,2010-2029
14634,Movie,8.1,23.0,2007-10-19,1990-2009
14635,Movie,7.9,22.0,2008-05-02,1990-2009
14636,Movie,6.5,2.0,1997-12-19,1990-2009
14637,Movie,7.2,5.0,2005-05-06,1990-2009
14638,Movie,6.6,1.0,2010-05-14,2010-2029
14639,Movie,5.8,1.0,2007-10-05,1990-2009
14640,Movie,7.3,28.0,1999-11-19,1990-2009
14641,Movie,6.4,1.0,2005-10-07,1990-2009
14642,Movie,6.1,3.0,2004-05-07,1990-2009
14643,Movie,5.9,Not Awarded,2001-11-09,1990-2009
14644,Movie,7.2,15.0,2011-12-25,2010-2029
14645,Movie,7.2,Not Awarded,2000-11-10,1990-2009
14646,Movie,5.0,Not Awarded,2011-12-07,2010-2029
14647,Movie,6.0,1.0,2005-01-28,1990-2009
14648,Movie,6.7,1.0,2005-09-16,1990-2009
14649,Movie,6.7,1.0,2007-08-03,1990-2009
14650,Movie,5.6,3.0,2003-06-20,1990-2009
14651,Movie,6.7,7.0,2006-05-19,1990-2009
14652,Movie,7.5,61.0,2011-11-23,2010-2029
14653,Movie,8.0,80.0,2011-08-10,2010-2029
14654,Movie,5.4,Not Awarded,2011-04-01,2010-2029
14655,Movie,6.7,1.0,2008-06-13,1990-2009
14656,Series,7.5,32.0,2006-09-25,1990-2009
14657,Series,8.3,60.0,2011-10-02,2010-2029
14658,Movie,7.6,37.0,2010-12-22,2010-2029
14659,Movie,6.5,1.0,2010-11-10,2010-2029
14660,Movie,7.0,1.0,1996-02-16,1990-2009
14661,Movie,7.0,8.0,2012-06-15,2010-2029
14663,Movie,5.9,Not Awarded,2012-02-24,2010-2029
14664,Movie,7.0,7.0,2004-04-30,1990-2009
14665,Movie,5.8,1.0,2013-03-28,2010-2029
14666,Movie,8.5,59.0,2000-05-05,1990-2009
14667,Movie,7.1,2.0,2011-10-07,2010-2029
14668,Series,6.7,85.0,2009-05-19,1990-2009
14669,Movie,7.6,3.0,1990-03-02,1990-2009
14670,Movie,5.9,Not Awarded,2010-07-30,2010-2029
14671,Movie,6.4,2.0,2002-05-31,1990-2009
14672,Movie,6.9,5.0,1991-11-22,1990-2009
14673,Movie,8.1,164.0,2007-11-21,1990-2009
14674,Movie,7.8,2.0,2007-04-20,1990-2009
14675,Movie,7.4,5.0,1993-08-11,1990-2009
14676,Movie,7.7,10.0,1996-04-03,1990-2009
14677,Movie,8.3,Not Awarded,1983-12-09,1970-1989
14678,Movie,7.8,1.0,1986-06-11,1970-1989
14679,Movie,6.8,Not Awarded,2001-10-19,1990-2009
14680,Movie,7.5,14.0,2008-06-06,1990-2009
14681,Movie,7.0,25.0,2007-07-03,1990-2009
14682,Movie,5.9,Not Awarded,2011-10-14,2010-2029
14683,Movie,7.6,1.0,1998-05-22,1990-2009
14684,Series,8.4,119.0,2009-09-23,1990-2009
14685,Movie,8.8,50.0,1994-07-06,1990-2009
14686,Series,8.1,37.0,1999-01-31,1990-2009
14687,Movie,5.8,Not Awarded,2003-07-11,1990-2009
14688,Movie,6.8,10.0,2004-12-17,1990-2009
14689,Movie,6.3,2.0,1991-02-08,1990-2009
14690,Movie,6.4,2.0,2005-10-14,1990-2009
14691,Movie,6.7,1.0,1997-08-15,1990-2009
14692,Movie,6.2,Not Awarded,1996-01-12,1990-2009
14693,Movie,6.6,3.0,2008-09-26,1990-2009
14694,Movie,5.7,Not Awarded,2012-05-18,2010-2029
14695,Movie,7.3,14.0,2012-11-21,2010-2029
14696,Movie,9.2,29.0,1972-03-24,1970-1989
14697,Movie,7.0,1.0,1993-05-07,1990-2009
14698,Movie,6.8,5.0,2007-04-13,1990-2009
14699,Movie,5.4,2.0,2009-01-16,1990-2009
14700,Movie,5.4,6.0,2005-11-09,1990-2009
14701,Movie,6.2,5.0,1998-05-08,1990-2009
14702,Movie,6.9,8.0,2008-10-10,1990-2009
14703,Movie,5.8,2.0,2006-07-28,1990-2009
14704,Movie,7.3,1.0,2004-03-19,1990-2009
14705,Movie,6.2,10.0,2011-06-29,2010-2029
14706,Movie,7.5,2.0,2004-02-06,1990-2009
14707,Movie,7.1,1.0,2008-02-14,1990-2009
14708,Movie,8.1,25.0,2010-03-26,2010-2029
14709,Movie,7.6,3.0,2010-07-09,2010-2029
14710,Movie,5.8,3.0,2009-08-07,1990-2009
14711,Movie,6.3,Not Awarded,1996-01-18,1990-2009
14712,Movie,5.9,4.0,2006-08-09,1990-2009
14713,Movie,6.5,2.0,2008-02-14,1990-2009
14714,Movie,6.9,3.0,2012-03-14,2010-2029
14715,Movie,8.5,4.0,1969-07-04,1950-1969
14716,Movie,6.0,1.0,2011-07-29,2010-2029
14717,Movie,7.3,3.0,2005-01-14,1990-2009
14718,Movie,7.5,23.0,2004-08-06,1990-2009
14719,Movie,7.0,5.0,1988-06-29,1970-1989
14720,Movie,7.1,7.0,1998-10-02,1990-2009
14721,Movie,6.3,Not Awarded,2018-03-16,2010-2029
14722,Movie,5.7,4.0,2005-11-04,1990-2009
14723,Movie,8.1,16.0,2002-12-25,1990-2009
14724,Movie,7.0,20.0,2012-04-13,2010-2029
14725,Movie,7.0,5.0,2008-01-18,1990-2009
14726,Movie,6.7,Not Awarded,2012-08-08,2010-2029
14727,Series,8.2,Not Awarded,2009-10-23,1990-2009
14728,Movie,6.1,Not Awarded,2008-08-15,1990-2009
14729,Series,8.3,26.0,2005-09-19,1990-2009
14730,Series,8.1,23.0,2005-09-22,1990-2009
14731,Movie,6.5,Not Awarded,2012-02-03,2010-2029
14732,Movie,6.7,1.0,1991-05-24,1990-2009
14733,Movie,7.4,43.0,2006-11-10,1990-2009
14734,Movie,7.3,20.0,2006-11-03,1990-2009
14735,Movie,7.8,3.0,1985-02-15,1970-1989
14736,Movie,6.4,Not Awarded,1995-02-10,1990-2009
14737,Movie,5.6,Not Awarded,2006-08-04,1990-2009
14738,Movie,6.6,1.0,2012-08-10,2010-2029
14739,Movie,6.5,2.0,1997-11-07,1990-2009
14740,Movie,6.1,1.0,2007-11-02,1990-2009
14741,Movie,8.5,20.0,1985-07-03,1970-1989
14742,Movie,6.7,10.0,2010-01-15,2010-2029
14743,Movie,5.8,4.0,2012-05-18,2010-2029
14744,Movie,6.6,9.0,2011-10-28,2010-2029
14745,Series,8.3,8.0,2005-08-29,1990-2009
14746,Movie,7.9,3.0,2002-06-14,1990-2009
14747,Movie,8.0,29.0,2007-08-03,1990-2009
14748,Movie,6.5,Not Awarded,2011-09-13,2010-2029
14749,Movie,7.1,1.0,2004-11-19,1990-2009
14750,Movie,7.7,5.0,2004-07-23,1990-2009
14751,Movie,8.3,133.0,2009-08-21,1990-2009
14752,Series,8.2,6.0,2013-03-18,2010-2029
14753,Movie,7.4,76.0,2009-12-23,1990-2009
14754,Movie,5.5,Not Awarded,2013-12-05,2010-2029
14755,Movie,7.2,1.0,2004-07-09,1990-2009
14756,Movie,7.7,2.0,1980-07-02,1970-1989
14757,Movie,6.7,2.0,2004-06-18,1990-2009
14758,Movie,7.6,10.0,1961-10-06,1950-1969
14759,Movie,6.4,1.0,2001-04-06,1990-2009
14760,Movie,6.2,7.0,2004-11-05,1990-2009
14761,Movie,7.8,51.0,2008-01-11,1990-2009
14762,Movie,6.8,3.0,1993-11-19,1990-2009
14763,Series,8.4,39.0,2013-01-30,2010-2029
14764,Movie,6.8,1.0,2011-04-20,2010-2029
14765,Movie,6.6,32.0,2012-09-07,2010-2029
14766,Movie,6.2,1.0,1999-09-28,1990-2009
14767,Movie,6.6,7.0,2006-11-03,1990-2009
14768,Movie,8.3,111.0,1999-10-01,1990-2009
14769,Movie,6.4,Not Awarded,2006-08-18,1990-2009
14770,Movie,7.2,10.0,1997-11-21,1990-2009
14771,Movie,6.3,1.0,2010-05-21,2010-2029
14772,Movie,6.6,1.0,2005-04-22,1990-2009
14773,Movie,6.6,1.0,2002-10-25,1990-2009
14774,Series,7.5,6.0,2013-09-24,2010-2029
14775,Movie,5.6,Not Awarded,2006-08-08,1990-2009
14776,Movie,6.8,6.0,1995-07-19,1990-2009
14778,Movie,6.1,13.0,2012-06-01,2010-2029
14779,Movie,7.8,13.0,2005-11-23,1990-2009
14780,Series,8.5,11.0,2008-09-03,1990-2009
14781,Movie,7.1,11.0,2009-12-11,1990-2009
14782,Movie,5.9,Not Awarded,2012-03-09,2010-2029
14783,Series,7.7,12.0,2011-10-23,2010-2029
14784,Series,7.6,80.0,2005-03-27,1990-2009
14785,Movie,6.2,2.0,2011-01-21,2010-2029
14786,Series,8.7,60.0,2003-11-02,1990-2009
14787,Series,8.0,127.0,2011-10-05,2010-2029
14788,Movie,7.0,11.0,2011-06-10,2010-2029
14789,Movie,7.1,15.0,2002-11-08,1990-2009
14790,Movie,6.2,Not Awarded,2012-04-27,2010-2029
14791,Movie,7.3,9.0,2011-04-29,2010-2029
14792,Movie,6.2,2.0,2012-12-21,2010-2029
14793,Movie,6.8,5.0,2005-07-01,1990-2009
14794,Movie,7.6,6.0,1990-12-25,1990-2009
14795,Movie,6.9,7.0,2006-05-05,1990-2009
14796,Movie,7.4,5.0,1990-05-25,1990-2009
14797,Movie,6.3,3.0,2003-08-01,1990-2009
14798,Movie,5.8,1.0,2011-10-21,2010-2029
14799,Movie,6.1,5.0,2007-05-18,1990-2009
14800,Movie,6.0,1.0,2006-06-16,1990-2009
14801,Movie,6.8,3.0,2012-06-08,2010-2029
14802,Movie,6.2,Not Awarded,2010-10-01,2010-2029
14803,Movie,6.2,Not Awarded,2010-08-06,2010-2029
14804,Movie,7.0,1.0,2010-10-15,2010-2029
14805,Movie,6.3,10.0,2006-12-15,1990-2009
14806,Movie,6.1,12.0,2000-05-24,1990-2009
14807,Movie,5.4,2.0,2005-03-18,1990-2009
14808,Movie,9.0,17.0,1974-12-18,1970-1989
14809,Movie,5.6,1.0,2010-10-22,2010-2029
14810,Movie,6.3,Not Awarded,2005-09-02,1990-2009
14811,Movie,7.8,9.0,1989-11-22,1970-1989
14812,Movie,7.2,5.0,2011-05-26,2010-2029
14813,Movie,6.6,4.0,2008-11-07,1990-2009
14814,Movie,6.0,15.0,2009-06-24,1990-2009
14815,Movie,7.0,7.0,2010-05-07,2010-2029
14816,Movie,6.5,16.0,2005-06-29,1990-2009
14817,Series,8.3,74.0,2001-11-06,1990-2009
14818,Series,6.7,1.0,2012-11-18,2010-2029
14819,Movie,5.3,Not Awarded,1988-05-13,1970-1989
14820,Movie,5.5,2.0,2009-02-13,1990-2009
14821,Movie,6.4,1.0,2003-02-07,1990-2009
14822,Movie,8.0,10.0,1996-01-05,1990-2009
14823,Movie,5.4,1.0,2006-12-01,1990-2009
14824,Movie,6.9,1.0,2009-10-16,1990-2009
14825,Movie,7.1,Not Awarded,2013-09-17,2010-2029
14826,Movie,5.9,1.0,2014-09-12,2010-2029
14827,Movie,4.6,Not Awarded,2014-10-01,2010-2029
14828,Movie,4.6,Not Awarded,2013-03-15,2010-2029
14829,Movie,7.9,161.0,2012-01-20,2010-2029
14830,Movie,5.1,5.0,2014-06-23,2010-2029
14831,Movie,5.9,4.0,2002-08-09,1990-2009
14832,Movie,8.0,Not Awarded,2004-12-12,1990-2009
14833,Movie,8.2,117.0,2008-01-25,1990-2009
14834,Movie,7.9,58.0,2009-01-30,1990-2009
14835,Movie,6.3,Not Awarded,2014-10-21,2010-2029
14836,Movie,6.8,Not Awarded,2010-06-18,2010-2029
14837,Movie,8.2,5.0,2011-09-09,2010-2029
14838,Series,8.2,Not Awarded,2008-10-30,1990-2009
14839,Movie,7.1,3.0,2008-12-25,1990-2009
14840,Movie,6.2,7.0,1998-10-30,1990-2009
14841,Series,6.9,4.0,2010-03-27,2010-2029
14842,Series,8.5,38.0,2013-03-03,2010-2029
14843,Movie,6.2,1.0,2008-01-25,1990-2009
14844,Movie,7.3,5.0,2004-05-14,1990-2009
14845,Movie,6.3,Not Awarded,2004-04-02,1990-2009
14846,Series,3.8,2.0,1998-03-03,1990-2009
14847,Movie,7.3,13.0,2010-01-08,2010-2029
14848,Movie,6.4,3.0,2009-07-24,1990-2009
14849,Movie,6.0,4.0,2010-12-10,2010-2029
14850,Series,7.6,23.0,2011-06-05,2010-2029
14851,Movie,6.3,3.0,2014-04-18,2010-2029
14852,Movie,7.2,3.0,2002-03-01,1990-2009
14853,Series,7.2,3.0,1981-09-12,1970-1989
14854,Movie,7.1,35.0,2012-01-06,2010-2029
14855,Movie,6.9,Not Awarded,1981-06-26,1970-1989
14856,Movie,6.6,Not Awarded,2004-03-12,1990-2009
14857,Movie,3.9,Not Awarded,2006-06-09,1990-2009
14858,Movie,8.1,23.0,1996-08-09,1990-2009
14859,Movie,6.8,5.0,1998-02-13,1990-2009
14860,Movie,5.5,Not Awarded,2007-01-12,1990-2009
14861,Movie,5.9,Not Awarded,2010-05-21,2010-2029
